city,datetime,month,hour,air_temperature_c,relative_humidity_pct,wind_speed_mps,solar_elevation_deg,tmrt_c,utci_c,thermal_stress_category_he,thermal_stress_category_en
turin,2021-01-01T00:00,1,0,-1.8,86,0.85,-67.3,-6.65,-3.5,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-01T03:00,1,3,-0.8,77,0.91,-42.7,-5.75,-2.51,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-01T06:00,1,6,0.5,70,1.55,-11.5,-4.37,-0.98,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-01T09:00,1,9,0.2,88,0.54,13.6,-2.86,-0.62,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-01T12:00,1,12,0.8,94,1.06,21.6,2.19,2.76,עומס קור קל,Slight Cold Stress
turin,2021-01-01T15:00,1,15,1.7,93,2.12,7.1,4.32,4.14,עומס קור קל,Slight Cold Stress
turin,2021-01-01T18:00,1,18,1.4,95,0.76,-20.8,-2.58,0.17,עומס קור קל,Slight Cold Stress
turin,2021-01-01T21:00,1,21,0.7,100,0.85,-52.0,-3.27,-0.48,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-02T00:00,1,0,0.5,100,0.78,-67.2,-3.5,-0.74,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-02T03:00,1,3,0.9,100,0.54,-42.7,-3.03,-0.47,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-02T06:00,1,6,0.6,100,1.81,-11.5,-3.39,-0.41,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-02T09:00,1,9,0.4,100,1.5,13.6,-2.31,0.13,עומס קור קל,Slight Cold Stress
turin,2021-01-02T12:00,1,12,2.1,92,2.67,21.7,1.8,2.88,עומס קור קל,Slight Cold Stress
turin,2021-01-02T15:00,1,15,1.3,98,1.49,7.2,4.3,4.08,עומס קור קל,Slight Cold Stress
turin,2021-01-02T18:00,1,18,1.5,96,1.33,-20.7,-2.43,0.49,עומס קור קל,Slight Cold Stress
turin,2021-01-02T21:00,1,21,1.8,95,2.14,-51.9,-2.11,0.78,עומס קור קל,Slight Cold Stress
turin,2021-01-03T00:00,1,0,2.3,94,1.5,-67.2,-1.55,1.34,עומס קור קל,Slight Cold Stress
turin,2021-01-03T03:00,1,3,4.0,93,2.25,-42.7,0.44,3.1,עומס קור קל,Slight Cold Stress
turin,2021-01-03T06:00,1,6,3.6,94,1.3,-11.5,-0.01,2.73,עומס קור קל,Slight Cold Stress
turin,2021-01-03T09:00,1,9,1.7,100,0.98,13.6,-0.78,1.41,עומס קור קל,Slight Cold Stress
turin,2021-01-03T12:00,1,12,2.8,96,0.9,21.8,4.16,4.52,עומס קור קל,Slight Cold Stress
turin,2021-01-03T15:00,1,15,3.9,93,3.22,7.3,7.07,6.14,עומס קור קל,Slight Cold Stress
turin,2021-01-03T18:00,1,18,3.7,97,0.86,-20.6,0.2,2.77,עומס קור קל,Slight Cold Stress
turin,2021-01-03T21:00,1,21,3.1,97,0.7,-51.8,-0.63,1.97,עומס קור קל,Slight Cold Stress
turin,2021-01-04T00:00,1,0,2.3,99,0.41,-67.1,-1.52,0.97,עומס קור קל,Slight Cold Stress
turin,2021-01-04T03:00,1,3,2.0,100,1.41,-42.7,-1.73,1.1,עומס קור קל,Slight Cold Stress
turin,2021-01-04T06:00,1,6,1.4,98,1.93,-11.5,-2.5,0.41,עומס קור קל,Slight Cold Stress
turin,2021-01-04T09:00,1,9,1.2,100,1.66,13.6,-1.37,0.97,עומס קור קל,Slight Cold Stress
turin,2021-01-04T12:00,1,12,2.7,93,2.06,21.9,4.12,4.44,עומס קור קל,Slight Cold Stress
turin,2021-01-04T15:00,1,15,4.0,90,2.38,7.5,8.55,7.05,עומס קור קל,Slight Cold Stress
turin,2021-01-04T18:00,1,18,2.6,99,2.33,-20.4,-1.05,1.67,עומס קור קל,Slight Cold Stress
turin,2021-01-04T21:00,1,21,2.4,97,3.21,-51.6,-1.34,1.3,עומס קור קל,Slight Cold Stress
turin,2021-01-05T00:00,1,0,2.5,95,3.35,-67.0,-1.28,1.36,עומס קור קל,Slight Cold Stress
turin,2021-01-05T03:00,1,3,2.9,94,2.92,-42.7,-0.84,1.83,עומס קור קל,Slight Cold Stress
turin,2021-01-05T06:00,1,6,2.0,98,2.6,-11.5,-1.79,0.96,עומס קור קל,Slight Cold Stress
turin,2021-01-05T09:00,1,9,0.6,100,1.66,13.7,-2.07,0.34,עומס קור קל,Slight Cold Stress
turin,2021-01-05T12:00,1,12,1.7,97,1.8,22.0,4.11,4.09,עומס קור קל,Slight Cold Stress
turin,2021-01-05T15:00,1,15,2.4,97,2.43,7.6,4.46,4.4,עומס קור קל,Slight Cold Stress
turin,2021-01-05T18:00,1,18,2.4,95,2.1,-20.3,-1.4,1.43,עומס קור קל,Slight Cold Stress
turin,2021-01-05T21:00,1,21,1.1,100,2.28,-51.5,-2.8,0.07,עומס קור קל,Slight Cold Stress
turin,2021-01-06T00:00,1,0,1.0,99,1.71,-67.0,-2.94,0.01,עומס קור קל,Slight Cold Stress
turin,2021-01-06T03:00,1,3,1.1,99,0.82,-42.7,-2.82,-0.07,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-06T06:00,1,6,0.8,100,0.61,-11.5,-3.15,-0.53,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-06T09:00,1,9,0.5,100,0.42,13.7,-2.19,-0.16,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-06T12:00,1,12,1.8,94,0.81,22.1,11.28,7.81,עומס קור קל,Slight Cold Stress
turin,2021-01-06T15:00,1,15,5.0,79,1.22,7.8,34.7,18.77,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-01-06T18:00,1,18,1.2,91,1.66,-20.1,-7.86,-2.75,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-06T21:00,1,21,0.4,96,1.08,-51.3,-9.61,-4.36,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-07T00:00,1,0,-1.4,90,1.7,-66.9,-11.75,-6.32,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-07T03:00,1,3,-3.6,88,1.88,-42.7,-14.23,-8.86,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-07T06:00,1,6,-2.5,76,0.64,-11.5,-13.23,-8.35,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-07T09:00,1,9,-5.2,85,1.91,13.8,-14.61,-9.72,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-07T12:00,1,12,0.0,70,0.14,22.2,25.97,14.49,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-01-07T15:00,1,15,3.3,74,2.1,7.9,32.52,17.12,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-01-07T18:00,1,18,0.1,89,1.63,-20.0,-4.6,-1.3,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-07T21:00,1,21,-1.9,88,1.8,-51.2,-7.77,-3.99,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-08T00:00,1,0,-4.4,87,1.56,-66.8,-10.83,-6.88,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-08T03:00,1,3,-4.2,81,1.35,-42.7,-15.03,-9.77,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-08T06:00,1,6,-5.3,83,1.22,-11.5,-16.19,-11.09,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-08T09:00,1,9,-5.9,80,1.27,13.9,-15.48,-10.74,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-08T12:00,1,12,0.5,60,1.12,22.3,29.42,15.94,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-01-08T15:00,1,15,5.0,52,0.85,8.1,34.39,18.89,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-01-08T18:00,1,18,0.9,70,1.84,-19.8,-6.99,-2.33,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-08T21:00,1,21,-0.1,70,1.53,-51.0,-5.05,-1.62,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-09T00:00,1,0,-2.1,73,1.06,-66.7,-10.1,-5.71,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-09T03:00,1,3,-2.3,73,1.26,-42.7,-8.11,-4.4,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-09T06:00,1,6,-2.4,72,0.82,-11.4,-7.6,-4.32,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-09T09:00,1,9,-1.9,74,1.34,13.9,-5.65,-2.69,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-09T12:00,1,12,1.7,68,0.14,22.5,13.86,9.05,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-01-09T15:00,1,15,3.8,58,0.36,8.2,19.81,12.51,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-01-09T18:00,1,18,2.2,62,1.22,-19.7,-2.92,0.55,עומס קור קל,Slight Cold Stress
turin,2021-01-09T21:00,1,21,-1.2,75,0.61,-50.9,-6.38,-3.26,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-10T00:00,1,0,-3.2,84,1.33,-66.5,-10.02,-5.97,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-10T03:00,1,3,-1.4,88,0.58,-42.7,-7.5,-4.11,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-10T06:00,1,6,-0.9,65,0.8,-11.4,-6.12,-2.82,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-10T09:00,1,9,-3.6,78,1.84,14.0,-7.47,-4.39,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-10T12:00,1,12,2.1,64,0.63,22.6,26.25,14.95,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-01-10T15:00,1,15,4.4,54,0.4,8.4,29.84,17.02,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-01-10T18:00,1,18,-0.2,78,2.33,-19.5,-10.72,-5.11,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-10T21:00,1,21,-0.9,77,0.85,-50.7,-11.52,-6.3,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-11T00:00,1,0,-3.3,80,1.77,-66.4,-14.08,-8.64,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-11T03:00,1,3,-4.4,79,1.56,-42.7,-15.3,-9.96,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-11T06:00,1,6,-4.7,79,1.41,-11.4,-15.63,-10.36,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-11T09:00,1,9,-5.1,78,1.0,14.1,-14.66,-10.03,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-11T12:00,1,12,0.4,67,0.4,22.8,29.62,16.19,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-01-11T15:00,1,15,3.5,61,1.04,8.6,33.43,18.1,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-01-11T18:00,1,18,0.4,74,1.84,-19.3,-10.16,-4.48,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-11T21:00,1,21,-2.2,82,1.0,-50.5,-12.83,-7.63,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-12T00:00,1,0,-2.7,77,0.32,-66.3,-13.49,-8.78,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-12T03:00,1,3,-3.2,91,0.72,-42.6,-13.73,-8.92,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-12T06:00,1,6,-4.6,86,1.33,-11.3,-9.95,-6.4,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-12T09:00,1,9,-4.3,73,1.36,14.2,-9.0,-5.64,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-12T12:00,1,12,0.7,64,0.98,22.9,24.3,13.77,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-01-12T15:00,1,15,4.5,44,1.51,8.8,33.34,18.08,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-01-12T18:00,1,18,0.3,60,2.56,-19.2,-10.67,-4.85,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-12T21:00,1,21,-1.2,66,2.11,-50.4,-12.13,-6.43,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-13T00:00,1,0,-1.7,65,1.44,-66.2,-12.47,-6.95,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-13T03:00,1,3,-1.3,71,1.43,-42.6,-12.02,-6.49,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-13T06:00,1,6,0.8,60,0.14,-11.3,-8.14,-3.63,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-13T09:00,1,9,-0.9,68,0.91,14.3,-9.7,-5.04,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-13T12:00,1,12,6.5,43,0.95,23.1,29.76,17.49,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-01-13T15:00,1,15,11.9,32,1.22,8.9,37.54,22.14,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-01-13T18:00,1,18,1.9,63,3.22,-19.0,-8.81,-3.01,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-13T21:00,1,21,-2.0,68,1.97,-50.2,-12.95,-7.31,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-14T00:00,1,0,0.1,67,1.41,-66.0,-10.68,-5.0,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-14T03:00,1,3,0.1,71,1.22,-42.5,-10.57,-5.0,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-14T06:00,1,6,-0.3,78,0.67,-11.2,-9.52,-4.87,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-14T09:00,1,9,-0.5,79,2.11,14.4,-9.18,-4.29,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-14T12:00,1,12,11.2,50,4.48,23.3,33.12,20.01,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-01-14T15:00,1,15,14.4,50,2.62,9.1,41.46,23.88,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-01-14T18:00,1,18,5.8,78,2.13,-18.8,0.84,4.22,עומס קור קל,Slight Cold Stress
turin,2021-01-14T21:00,1,21,3.0,85,5.1,-50.0,-6.6,-0.87,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-15T00:00,1,0,1.5,86,2.31,-65.9,-6.16,-1.63,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-15T03:00,1,3,2.2,84,1.35,-42.5,-1.96,1.07,עומס קור קל,Slight Cold Stress
turin,2021-01-15T06:00,1,6,2.1,90,1.1,-11.2,-2.46,0.69,עומס קור קל,Slight Cold Stress
turin,2021-01-15T09:00,1,9,1.4,90,1.43,14.5,-2.17,0.62,עומס קור קל,Slight Cold Stress
turin,2021-01-15T12:00,1,12,4.2,75,1.66,23.5,14.09,9.89,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-01-15T15:00,1,15,5.8,66,1.93,9.3,15.86,11.22,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-01-15T18:00,1,18,3.7,75,1.28,-18.6,-0.85,2.35,עומס קור קל,Slight Cold Stress
turin,2021-01-15T21:00,1,21,0.5,85,1.6,-49.8,-9.7,-4.19,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-16T00:00,1,0,-2.1,91,1.12,-65.7,-12.47,-7.28,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-16T03:00,1,3,-2.6,91,1.63,-42.4,-13.07,-7.71,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-16T06:00,1,6,-3.3,89,1.7,-11.1,-13.86,-8.51,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-16T09:00,1,9,-2.3,86,1.43,14.7,-11.24,-6.41,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-16T12:00,1,12,2.9,72,0.54,23.7,29.59,16.54,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-01-16T15:00,1,15,5.2,66,0.71,9.5,29.35,16.96,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-01-16T18:00,1,18,4.2,71,0.2,-18.4,-1.87,1.69,עומס קור קל,Slight Cold Stress
turin,2021-01-16T21:00,1,21,-2.7,85,1.36,-49.6,-13.24,-7.93,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-17T00:00,1,0,-2.9,88,1.22,-65.5,-10.93,-6.51,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-17T03:00,1,3,-3.1,96,1.36,-42.4,-12.67,-7.72,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-17T06:00,1,6,-2.1,93,1.39,-11.0,-6.71,-3.44,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-17T09:00,1,9,-3.9,96,1.58,14.8,-12.2,-7.64,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-17T12:00,1,12,1.0,75,1.1,23.8,28.11,15.42,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-01-17T15:00,1,15,5.8,56,1.12,9.7,32.25,18.15,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-01-17T18:00,1,18,-1.0,81,2.63,-18.3,-11.52,-6.0,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-17T21:00,1,21,-0.8,80,1.53,-49.4,-11.16,-5.7,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-18T00:00,1,0,-3.0,86,0.36,-65.3,-13.61,-9.01,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-18T03:00,1,3,-2.2,78,0.0,-42.3,-12.91,-8.17,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-18T06:00,1,6,-3.5,84,0.64,-11.0,-13.37,-8.86,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-18T09:00,1,9,-4.1,85,1.5,14.9,-13.42,-8.56,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-18T12:00,1,12,4.4,35,0.89,24.0,31.39,17.61,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-01-18T15:00,1,15,9.2,26,1.26,9.9,36.77,20.86,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-01-18T18:00,1,18,6.0,31,0.28,-18.1,-5.64,0.55,עומס קור קל,Slight Cold Stress
turin,2021-01-18T21:00,1,21,-2.6,74,1.4,-49.2,-13.46,-8.01,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-19T00:00,1,0,-3.5,81,1.22,-65.2,-13.82,-8.71,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-19T03:00,1,3,-2.0,72,0.5,-42.2,-12.48,-7.77,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-19T06:00,1,6,-2.1,65,0.63,-10.9,-13.14,-8.11,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-19T09:00,1,9,-4.3,75,1.7,15.1,-13.5,-8.63,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-19T12:00,1,12,3.9,39,0.41,24.3,28.22,16.27,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-01-19T15:00,1,15,6.8,41,1.39,10.1,35.92,19.7,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-01-19T18:00,1,18,4.1,56,1.58,-17.9,-2.54,1.69,עומס קור קל,Slight Cold Stress
turin,2021-01-19T21:00,1,21,-0.8,69,0.41,-49.0,-9.71,-5.37,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-20T00:00,1,0,-2.4,72,0.71,-65.0,-13.29,-8.26,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-20T03:00,1,3,-4.0,85,1.84,-42.1,-14.72,-9.36,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-20T06:00,1,6,-2.2,74,0.86,-10.8,-12.95,-7.81,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-20T09:00,1,9,-3.6,73,1.49,15.2,-12.84,-7.96,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-20T12:00,1,12,3.3,40,1.21,24.5,22.26,13.42,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-01-20T15:00,1,15,4.4,54,1.61,10.4,16.0,10.88,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-01-20T18:00,1,18,1.2,73,1.17,-17.7,-4.95,-1.09,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-20T21:00,1,21,0.7,76,0.1,-48.8,-4.06,-1.16,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-21T00:00,1,0,-0.7,86,1.17,-64.8,-5.39,-2.15,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-21T03:00,1,3,0.0,91,1.27,-42.0,-4.33,-1.22,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-21T06:00,1,6,-0.4,95,1.58,-10.7,-5.13,-1.82,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-21T09:00,1,9,-0.5,96,1.2,15.4,-4.11,-1.31,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-21T12:00,1,12,2.5,86,0.92,24.7,16.6,10.61,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-01-21T15:00,1,15,3.7,83,1.02,10.6,12.69,9.16,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-01-21T18:00,1,18,2.7,92,0.72,-17.5,-1.13,1.53,עומס קור קל,Slight Cold Stress
turin,2021-01-21T21:00,1,21,1.6,97,0.5,-48.6,-2.29,0.23,עומס קור קל,Slight Cold Stress
turin,2021-01-22T00:00,1,0,1.8,98,0.71,-64.6,-2.02,0.62,עומס קור קל,Slight Cold Stress
turin,2021-01-22T03:00,1,3,1.5,98,0.7,-41.9,-2.38,0.28,עומס קור קל,Slight Cold Stress
turin,2021-01-22T06:00,1,6,0.2,100,0.64,-10.6,-3.86,-1.17,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-22T09:00,1,9,0.2,100,0.81,15.5,-2.54,-0.27,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-22T12:00,1,12,2.4,94,0.81,24.9,8.39,6.55,עומס קור קל,Slight Cold Stress
turin,2021-01-22T15:00,1,15,3.9,94,1.91,10.8,12.47,8.95,עומס קור קל,Slight Cold Stress
turin,2021-01-22T18:00,1,18,2.0,100,1.91,-17.3,-1.73,1.09,עומס קור קל,Slight Cold Stress
turin,2021-01-22T21:00,1,21,1.9,99,2.28,-48.4,-1.88,0.92,עומס קור קל,Slight Cold Stress
turin,2021-01-23T00:00,1,0,2.5,97,1.9,-64.4,-1.22,1.59,עומס קור קל,Slight Cold Stress
turin,2021-01-23T03:00,1,3,2.8,95,1.6,-41.8,-0.93,1.9,עומס קור קל,Slight Cold Stress
turin,2021-01-23T06:00,1,6,2.2,97,1.71,-10.5,-1.58,1.28,עומס קור קל,Slight Cold Stress
turin,2021-01-23T09:00,1,9,1.8,99,1.3,15.7,-0.69,1.58,עומס קור קל,Slight Cold Stress
turin,2021-01-23T12:00,1,12,4.3,91,1.36,25.1,19.95,12.56,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-01-23T15:00,1,15,11.2,45,1.88,11.0,44.54,23.73,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-01-23T18:00,1,18,7.2,67,1.71,-17.1,2.72,5.92,עומס קור קל,Slight Cold Stress
turin,2021-01-23T21:00,1,21,2.0,76,1.65,-48.2,-4.14,-0.2,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-24T00:00,1,0,-0.4,83,1.8,-64.1,-6.09,-2.37,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-24T03:00,1,3,-1.7,89,1.79,-41.7,-11.85,-6.5,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-24T06:00,1,6,-1.6,90,1.14,-10.4,-6.21,-3.01,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-24T09:00,1,9,0.3,84,1.78,15.9,-3.07,-0.33,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-24T12:00,1,12,5.5,72,1.86,25.4,34.75,18.6,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-01-24T15:00,1,15,10.3,50,1.8,11.2,40.37,22.12,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-01-24T18:00,1,18,5.6,42,2.42,-16.9,-5.55,0.84,עומס קור קל,Slight Cold Stress
turin,2021-01-24T21:00,1,21,-0.1,56,1.81,-48.0,-5.73,-2.0,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-25T00:00,1,0,-2.6,71,1.93,-63.9,-10.78,-6.15,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-25T03:00,1,3,-0.8,69,2.06,-41.6,-7.72,-3.51,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-25T06:00,1,6,0.1,63,1.93,-10.2,-8.4,-3.52,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-25T09:00,1,9,-2.4,68,1.5,16.0,-11.54,-6.61,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-25T12:00,1,12,4.0,60,1.92,25.6,33.27,17.68,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-01-25T15:00,1,15,9.1,25,4.08,11.5,39.16,20.93,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-01-25T18:00,1,18,3.1,61,2.4,-16.7,-7.57,-1.63,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-25T21:00,1,21,-1.2,57,2.11,-47.8,-12.38,-6.58,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-26T00:00,1,0,-3.6,67,2.18,-63.7,-14.71,-9.16,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-26T03:00,1,3,-2.3,56,2.65,-41.5,-13.6,-7.89,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-26T06:00,1,6,-3.0,55,1.81,-10.1,-14.38,-8.69,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-26T09:00,1,9,-3.2,51,1.66,16.2,-13.27,-8.03,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-26T12:00,1,12,2.8,53,0.5,25.9,32.86,17.94,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-01-26T15:00,1,15,8.0,42,0.51,11.7,39.17,21.58,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-01-26T18:00,1,18,3.9,40,2.5,-16.5,-6.16,-0.41,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-26T21:00,1,21,-2.8,59,2.13,-47.6,-14.05,-8.37,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-27T00:00,1,0,-2.4,54,1.08,-63.4,-9.28,-5.24,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-27T03:00,1,3,-3.2,66,1.03,-41.3,-9.31,-5.6,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-27T06:00,1,6,-2.9,66,0.94,-10.0,-9.28,-5.52,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-27T09:00,1,9,-2.7,62,0.67,16.4,-8.11,-4.87,עומס קור בינוני,Moderate Cold Stress
turin,2021-01-27T12:00,1,12,3.4,48,0.86,26.1,32.14,17.67,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-01-27T15:00,1,15,6.2,38,1.43,12.0,37.76,20.19,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
