city,datetime,month,hour,air_temperature_c,relative_humidity_pct,wind_speed_mps,solar_elevation_deg,tmrt_c,utci_c,thermal_stress_category_he,thermal_stress_category_en
turin,2021-08-04T21:00,8,21,18.4,95,2.02,-18.3,15.81,17.9,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-05T00:00,8,0,17.0,100,0.14,-27.4,16.85,17.32,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-05T03:00,8,3,16.0,100,1.42,-12.3,9.7,14.05,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-05T06:00,8,6,15.3,99,0.22,16.4,15.88,15.94,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-05T09:00,8,9,18.1,91,1.22,47.3,35.06,24.19,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-05T12:00,8,12,25.4,48,0.58,61.7,52.71,33.58,עומס חום חזק,Strong Heat Stress
turin,2021-08-05T15:00,8,15,28.3,41,1.75,39.2,56.92,36.1,עומס חום חזק,Strong Heat Stress
turin,2021-08-05T18:00,8,18,28.1,50,2.53,7.8,50.43,34.49,עומס חום חזק,Strong Heat Stress
turin,2021-08-05T21:00,8,21,21.7,74,1.51,-18.5,14.99,19.89,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-06T00:00,8,0,18.1,88,1.7,-27.6,15.09,17.47,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-06T03:00,8,3,18.4,86,0.3,-12.5,13.69,17.01,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-06T06:00,8,6,15.8,92,0.42,16.2,9.65,13.71,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-06T09:00,8,9,20.3,68,1.13,47.1,40.31,27.06,עומס חום בינוני,Moderate Heat Stress
turin,2021-08-06T12:00,8,12,27.1,40,2.14,61.4,51.8,34.09,עומס חום חזק,Strong Heat Stress
turin,2021-08-06T15:00,8,15,28.4,43,1.5,39.0,55.23,35.84,עומס חום חזק,Strong Heat Stress
turin,2021-08-06T18:00,8,18,28.8,42,1.25,7.6,51.14,35.23,עומס חום חזק,Strong Heat Stress
turin,2021-08-06T21:00,8,21,23.8,64,0.86,-18.8,16.63,21.9,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-07T00:00,8,0,18.6,90,0.85,-27.9,12.22,16.67,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-07T03:00,8,3,18.0,93,0.51,-12.7,11.13,15.73,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-07T06:00,8,6,17.3,99,0.14,16.0,12.0,15.61,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-07T09:00,8,9,20.6,83,1.17,46.9,32.81,24.99,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-07T12:00,8,12,23.7,67,1.14,61.1,41.94,29.54,עומס חום בינוני,Moderate Heat Stress
turin,2021-08-07T15:00,8,15,23.9,61,4.72,38.8,50.61,33.91,עומס חום חזק,Strong Heat Stress
turin,2021-08-07T18:00,8,18,23.6,67,4.31,7.4,45.97,31.69,עומס חום בינוני,Moderate Heat Stress
turin,2021-08-07T21:00,8,21,20.7,80,2.19,-19.0,20.19,20.96,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-08T00:00,8,0,18.5,97,1.14,-28.2,11.87,16.51,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-08T03:00,8,3,18.4,95,1.12,-12.9,11.79,16.41,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-08T06:00,8,6,18.6,96,0.6,15.9,13.26,16.99,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-08T09:00,8,9,19.6,83,0.91,46.7,39.43,26.42,עומס חום בינוני,Moderate Heat Stress
turin,2021-08-08T12:00,8,12,25.3,55,1.24,60.8,50.58,32.77,עומס חום חזק,Strong Heat Stress
turin,2021-08-08T15:00,8,15,28.0,44,0.81,38.6,54.24,35.54,עומס חום חזק,Strong Heat Stress
turin,2021-08-08T18:00,8,18,28.8,41,0.99,7.2,50.06,35.04,עומס חום חזק,Strong Heat Stress
turin,2021-08-08T21:00,8,21,22.7,81,2.83,-19.3,16.28,21.17,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-09T00:00,8,0,19.9,89,1.9,-28.4,13.24,18.0,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-09T03:00,8,3,18.4,91,1.7,-13.1,11.61,16.37,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-09T06:00,8,6,16.7,81,1.0,15.7,10.3,14.73,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-09T09:00,8,9,20.4,57,1.0,46.5,36.26,26.01,עומס חום בינוני,Moderate Heat Stress
turin,2021-08-09T12:00,8,12,26.4,50,1.88,60.5,50.54,33.32,עומס חום חזק,Strong Heat Stress
turin,2021-08-09T15:00,8,15,27.9,49,1.43,38.4,53.38,35.08,עומס חום חזק,Strong Heat Stress
turin,2021-08-09T18:00,8,18,28.5,49,1.53,7.0,50.29,34.73,עומס חום חזק,Strong Heat Stress
turin,2021-08-09T21:00,8,21,23.7,69,1.91,-19.5,16.84,21.96,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-10T00:00,8,0,19.8,82,1.14,-28.7,12.77,17.75,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-10T03:00,8,3,18.0,89,0.5,-13.4,10.88,15.63,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-10T06:00,8,6,17.7,84,0.22,15.5,11.63,15.75,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-10T09:00,8,9,22.7,65,0.51,46.3,41.06,28.81,עומס חום בינוני,Moderate Heat Stress
turin,2021-08-10T12:00,8,12,28.0,48,0.98,60.3,55.45,35.76,עומס חום חזק,Strong Heat Stress
turin,2021-08-10T15:00,8,15,29.4,46,0.81,38.1,59.4,37.63,עומס חום חזק,Strong Heat Stress
turin,2021-08-10T18:00,8,18,29.8,44,0.71,6.8,51.07,36.0,עומס חום חזק,Strong Heat Stress
turin,2021-08-10T21:00,8,21,24.7,68,1.58,-19.8,18.34,23.17,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-11T00:00,8,0,20.6,88,1.12,-29.0,14.34,18.85,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-11T03:00,8,3,19.9,88,1.71,-13.6,13.15,17.96,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-11T06:00,8,6,19.6,86,1.1,15.3,14.03,18.07,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-11T09:00,8,9,23.4,69,0.28,46.1,38.22,28.41,עומס חום בינוני,Moderate Heat Stress
turin,2021-08-11T12:00,8,12,30.0,48,0.41,60.0,53.7,36.77,עומס חום חזק,Strong Heat Stress
turin,2021-08-11T15:00,8,15,32.8,39,1.42,37.9,58.14,39.56,עומס חום חזק מאוד,Very Strong Heat Stress
turin,2021-08-11T18:00,8,18,32.3,43,1.75,6.5,53.43,38.12,עומס חום חזק מאוד,Very Strong Heat Stress
turin,2021-08-11T21:00,8,21,26.5,67,1.34,-20.1,20.24,25.09,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-12T00:00,8,0,22.7,86,1.12,-29.3,16.55,21.09,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-12T03:00,8,3,21.5,77,1.1,-13.8,14.57,19.57,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-12T06:00,8,6,19.5,79,0.89,15.2,13.57,17.82,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-12T09:00,8,9,25.3,55,0.36,45.9,43.25,31.05,עומס חום בינוני,Moderate Heat Stress
turin,2021-08-12T12:00,8,12,30.9,45,2.14,59.7,54.82,37.42,עומס חום חזק,Strong Heat Stress
turin,2021-08-12T15:00,8,15,32.6,43,0.81,37.7,59.2,39.76,עומס חום חזק מאוד,Very Strong Heat Stress
turin,2021-08-12T18:00,8,18,32.8,39,0.3,6.3,54.04,38.82,עומס חום חזק מאוד,Very Strong Heat Stress
turin,2021-08-12T21:00,8,21,28.0,63,1.98,-20.4,26.38,28.11,עומס חום בינוני,Moderate Heat Stress
turin,2021-08-13T00:00,8,0,24.1,84,0.92,-29.6,24.1,24.56,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-13T03:00,8,3,22.0,84,2.22,-14.0,16.05,20.47,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-13T06:00,8,6,22.0,78,0.64,15.0,17.06,20.72,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-13T09:00,8,9,25.5,62,1.5,45.7,43.82,31.11,עומס חום בינוני,Moderate Heat Stress
turin,2021-08-13T12:00,8,12,32.8,31,1.17,59.4,55.61,39.09,עומס חום חזק מאוד,Very Strong Heat Stress
turin,2021-08-13T15:00,8,15,34.1,28,0.98,37.4,59.72,40.97,עומס חום חזק מאוד,Very Strong Heat Stress
turin,2021-08-13T18:00,8,18,34.6,26,0.63,6.0,57.94,41.02,עומס חום חזק מאוד,Very Strong Heat Stress
turin,2021-08-13T21:00,8,21,27.7,54,1.41,-20.7,22.15,26.6,עומס חום בינוני,Moderate Heat Stress
turin,2021-08-14T00:00,8,0,23.2,78,1.36,-29.9,22.67,23.51,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-14T03:00,8,3,22.1,81,0.64,-14.3,15.53,20.23,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-14T06:00,8,6,21.4,75,1.14,14.8,15.68,19.91,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-14T09:00,8,9,26.8,54,0.51,45.5,44.37,32.32,עומס חום חזק,Strong Heat Stress
turin,2021-08-14T12:00,8,12,32.3,45,0.76,59.1,55.76,38.79,עומס חום חזק מאוד,Very Strong Heat Stress
turin,2021-08-14T15:00,8,15,34.0,39,1.4,37.2,60.28,40.88,עומס חום חזק מאוד,Very Strong Heat Stress
turin,2021-08-14T18:00,8,18,34.0,39,1.92,5.8,54.11,39.56,עומס חום חזק מאוד,Very Strong Heat Stress
turin,2021-08-14T21:00,8,21,28.8,62,2.02,-20.9,22.78,27.66,עומס חום בינוני,Moderate Heat Stress
turin,2021-08-15T00:00,8,0,25.0,78,1.22,-30.2,19.0,23.57,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-15T03:00,8,3,23.5,81,0.81,-14.5,17.28,21.87,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-15T06:00,8,6,23.3,78,0.85,14.6,18.2,22.06,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-15T09:00,8,9,27.4,60,0.5,45.3,45.01,32.85,עומס חום חזק,Strong Heat Stress
turin,2021-08-15T12:00,8,12,32.4,45,0.92,58.7,55.92,38.86,עומס חום חזק מאוד,Very Strong Heat Stress
turin,2021-08-15T15:00,8,15,34.2,40,0.99,36.9,60.76,41.2,עומס חום חזק מאוד,Very Strong Heat Stress
turin,2021-08-15T18:00,8,18,33.8,40,1.17,5.6,51.98,38.96,עומס חום חזק מאוד,Very Strong Heat Stress
turin,2021-08-15T21:00,8,21,28.4,64,1.12,-21.2,23.09,27.37,עומס חום בינוני,Moderate Heat Stress
turin,2021-08-16T00:00,8,0,25.6,80,2.09,-30.5,20.23,24.45,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-16T03:00,8,3,22.8,67,1.84,-14.7,15.81,20.97,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-16T06:00,8,6,21.7,73,2.1,14.5,15.95,20.23,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-16T09:00,8,9,24.1,69,2.44,45.1,40.7,29.27,עומס חום בינוני,Moderate Heat Stress
turin,2021-08-16T12:00,8,12,28.4,52,3.04,58.4,52.71,35.49,עומס חום חזק,Strong Heat Stress
turin,2021-08-16T15:00,8,15,29.0,52,3.13,36.7,51.94,35.85,עומס חום חזק,Strong Heat Stress
turin,2021-08-16T18:00,8,18,30.6,41,3.9,5.3,50.14,37.99,עומס חום חזק,Strong Heat Stress
turin,2021-08-16T21:00,8,21,25.1,29,2.69,-21.5,15.39,22.72,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-17T00:00,8,0,22.7,34,0.28,-30.8,13.39,19.93,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-17T03:00,8,3,19.2,45,0.7,-14.9,12.18,17.12,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-17T06:00,8,6,16.9,54,1.62,14.3,15.5,16.94,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-17T09:00,8,9,22.1,39,0.32,44.8,35.54,26.94,עומס חום בינוני,Moderate Heat Stress
turin,2021-08-17T12:00,8,12,28.5,24,0.81,58.1,53.12,35.7,עומס חום חזק,Strong Heat Stress
turin,2021-08-17T15:00,8,15,31.0,27,1.92,36.4,59.87,38.64,עומס חום חזק מאוד,Very Strong Heat Stress
turin,2021-08-17T18:00,8,18,30.6,28,1.92,5.0,52.0,36.63,עומס חום חזק,Strong Heat Stress
turin,2021-08-17T21:00,8,21,24.9,45,2.09,-21.8,20.34,24.03,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-18T00:00,8,0,21.4,62,1.12,-31.1,15.24,19.78,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-18T03:00,8,3,19.6,64,1.73,-15.2,11.57,17.22,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-18T06:00,8,6,17.7,69,1.2,14.1,10.9,15.67,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-18T09:00,8,9,22.3,59,3.0,44.6,38.88,27.71,עומס חום בינוני,Moderate Heat Stress
turin,2021-08-18T12:00,8,12,26.1,47,2.62,57.8,49.01,32.78,עומס חום חזק,Strong Heat Stress
turin,2021-08-18T15:00,8,15,29.2,34,1.56,36.1,53.88,36.09,עומס חום חזק,Strong Heat Stress
turin,2021-08-18T18:00,8,18,28.0,40,3.08,4.8,43.52,33.1,עומס חום חזק,Strong Heat Stress
turin,2021-08-18T21:00,8,21,23.8,54,2.4,-22.1,16.25,21.91,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-19T00:00,8,0,21.9,63,1.71,-31.4,19.65,21.65,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-19T03:00,8,3,21.7,63,1.84,-15.4,17.19,20.67,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-19T06:00,8,6,20.0,71,1.26,13.9,18.5,19.99,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-19T09:00,8,9,22.2,56,2.28,44.4,28.2,24.53,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-19T12:00,8,12,24.7,44,3.01,57.5,42.4,30.32,עומס חום בינוני,Moderate Heat Stress
turin,2021-08-19T15:00,8,15,27.4,36,1.88,35.9,54.75,35.01,עומס חום חזק,Strong Heat Stress
turin,2021-08-19T18:00,8,18,27.2,39,2.25,4.5,46.12,32.82,עומס חום חזק,Strong Heat Stress
turin,2021-08-19T21:00,8,21,23.4,52,2.51,-22.5,16.32,21.66,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-20T00:00,8,0,21.2,64,0.89,-31.7,14.99,19.52,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-20T03:00,8,3,19.9,78,1.92,-15.6,16.94,19.33,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-20T06:00,8,6,18.7,91,0.67,13.7,13.91,17.34,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-20T09:00,8,9,21.1,73,0.64,44.2,31.3,24.91,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-20T12:00,8,12,26.0,51,1.2,57.1,49.59,33.0,עומס חום חזק,Strong Heat Stress
turin,2021-08-20T15:00,8,15,29.9,37,0.98,35.6,55.54,37.08,עומס חום חזק,Strong Heat Stress
turin,2021-08-20T18:00,8,18,29.8,37,0.73,4.2,48.07,35.3,עומס חום חזק,Strong Heat Stress
turin,2021-08-20T21:00,8,21,25.1,50,3.18,-22.8,17.25,23.55,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-21T00:00,8,0,21.8,67,1.32,-32.1,15.17,20.03,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-21T03:00,8,3,20.3,78,1.3,-15.9,13.34,18.32,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-21T06:00,8,6,19.2,81,0.99,13.5,13.5,17.6,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-21T09:00,8,9,23.3,60,0.32,44.0,36.39,27.85,עומס חום בינוני,Moderate Heat Stress
turin,2021-08-21T12:00,8,12,28.8,43,1.43,56.8,51.56,35.28,עומס חום חזק,Strong Heat Stress
turin,2021-08-21T15:00,8,15,30.5,40,1.0,35.3,56.17,37.61,עומס חום חזק,Strong Heat Stress
turin,2021-08-21T18:00,8,18,30.7,38,1.12,4.0,49.42,36.17,עומס חום חזק,Strong Heat Stress
turin,2021-08-21T21:00,8,21,26.0,57,1.8,-23.1,18.88,24.33,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-22T00:00,8,0,22.6,71,1.4,-32.4,21.2,22.63,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-22T03:00,8,3,20.9,78,2.04,-16.1,16.92,20.0,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-22T06:00,8,6,19.4,86,0.81,13.4,18.14,19.41,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-22T09:00,8,9,23.6,65,1.66,43.7,40.53,28.99,עומס חום בינוני,Moderate Heat Stress
turin,2021-08-22T12:00,8,12,28.7,47,2.76,56.5,55.1,36.07,עומס חום חזק,Strong Heat Stress
turin,2021-08-22T15:00,8,15,30.5,43,1.98,35.0,61.32,38.53,עומס חום חזק מאוד,Very Strong Heat Stress
turin,2021-08-22T18:00,8,18,30.2,43,1.44,3.7,45.56,34.83,עומס חום חזק,Strong Heat Stress
turin,2021-08-22T21:00,8,21,24.6,72,1.3,-23.4,18.26,23.05,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-23T00:00,8,0,22.4,80,2.28,-32.7,15.9,20.71,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-23T03:00,8,3,21.1,90,1.87,-16.3,14.91,19.42,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-23T06:00,8,6,19.4,97,1.1,13.2,14.34,18.03,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-23T09:00,8,9,22.6,51,0.86,43.5,36.83,27.55,עומס חום בינוני,Moderate Heat Stress
turin,2021-08-23T12:00,8,12,27.1,42,2.1,56.1,51.85,34.1,עומס חום חזק,Strong Heat Stress
turin,2021-08-23T15:00,8,15,30.3,30,2.1,34.7,54.9,37.06,עומס חום חזק,Strong Heat Stress
turin,2021-08-23T18:00,8,18,28.2,36,3.47,3.4,43.16,33.57,עומס חום חזק,Strong Heat Stress
turin,2021-08-23T21:00,8,21,23.7,59,3.31,-23.7,17.53,22.6,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-24T00:00,8,0,19.5,87,2.82,-33.0,14.57,18.25,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-24T03:00,8,3,20.3,79,1.49,-16.6,19.88,20.63,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-24T06:00,8,6,18.9,88,0.71,13.0,15.34,18.03,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-24T09:00,8,9,20.4,78,1.36,43.3,25.22,22.48,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-24T12:00,8,12,24.3,51,0.86,55.8,44.96,30.84,עומס חום בינוני,Moderate Heat Stress
turin,2021-08-24T15:00,8,15,26.2,43,2.33,34.4,52.54,33.65,עומס חום חזק,Strong Heat Stress
turin,2021-08-24T18:00,8,18,25.4,45,0.85,3.1,40.7,30.43,עומס חום בינוני,Moderate Heat Stress
turin,2021-08-24T21:00,8,21,21.0,71,1.42,-24.1,15.88,19.73,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-25T00:00,8,0,19.2,87,0.61,-33.4,15.26,18.17,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-25T03:00,8,3,17.2,95,1.2,-16.8,10.44,15.11,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-25T06:00,8,6,17.2,90,2.95,12.8,13.71,16.37,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-25T09:00,8,9,18.8,83,1.63,43.0,33.52,24.03,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-25T12:00,8,12,22.4,59,1.12,55.4,41.87,28.76,עומס חום בינוני,Moderate Heat Stress
turin,2021-08-25T15:00,8,15,25.7,47,0.14,34.1,52.73,33.79,עומס חום חזק,Strong Heat Stress
turin,2021-08-25T18:00,8,18,26.1,44,1.06,2.8,46.74,32.42,עומס חום חזק,Strong Heat Stress
turin,2021-08-25T21:00,8,21,21.5,64,1.48,-24.4,15.05,19.79,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-26T00:00,8,0,18.9,80,1.3,-33.7,11.93,16.84,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-26T03:00,8,3,17.8,81,0.82,-17.1,10.24,15.38,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-26T06:00,8,6,16.1,89,0.95,12.6,9.89,14.16,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-26T09:00,8,9,19.9,70,1.25,42.8,37.75,26.06,עומס חום בינוני,Moderate Heat Stress
turin,2021-08-26T12:00,8,12,25.3,51,1.14,55.1,50.74,32.86,עומס חום חזק,Strong Heat Stress
turin,2021-08-26T15:00,8,15,29.0,36,1.75,33.8,56.3,36.46,עומס חום חזק,Strong Heat Stress
turin,2021-08-26T18:00,8,18,29.5,33,1.44,2.5,48.49,35.07,עומס חום חזק,Strong Heat Stress
turin,2021-08-26T21:00,8,21,22.7,60,1.41,-24.7,15.57,20.82,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-27T00:00,8,0,18.9,79,1.2,-34.0,12.02,16.87,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-27T03:00,8,3,16.9,85,1.84,-17.3,9.33,14.51,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-27T06:00,8,6,15.5,76,1.6,12.4,8.61,13.33,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-27T09:00,8,9,20.5,52,3.38,42.6,37.56,26.3,עומס חום בינוני,Moderate Heat Stress
turin,2021-08-27T12:00,8,12,22.8,58,3.94,54.7,44.96,30.31,עומס חום בינוני,Moderate Heat Stress
turin,2021-08-27T15:00,8,15,24.0,56,3.82,33.5,46.54,31.47,עומס חום בינוני,Moderate Heat Stress
turin,2021-08-27T18:00,8,18,23.4,57,3.02,2.2,39.76,28.7,עומס חום בינוני,Moderate Heat Stress
turin,2021-08-27T21:00,8,21,19.4,81,2.75,-25.1,18.97,19.69,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-28T00:00,8,0,18.5,89,1.91,-34.4,18.24,18.84,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-28T03:00,8,3,17.3,87,2.97,-17.5,16.34,17.39,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-28T06:00,8,6,16.2,91,3.0,12.2,16.66,16.78,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-28T09:00,8,9,17.3,79,1.26,42.3,26.99,21.2,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-28T12:00,8,12,20.4,56,0.61,54.4,42.83,28.01,עומס חום בינוני,Moderate Heat Stress
turin,2021-08-28T15:00,8,15,23.9,40,1.43,33.2,50.38,31.85,עומס חום בינוני,Moderate Heat Stress
turin,2021-08-28T18:00,8,18,24.3,38,2.5,1.9,43.37,30.18,עומס חום בינוני,Moderate Heat Stress
turin,2021-08-28T21:00,8,21,18.8,58,3.0,-25.4,11.26,16.63,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-29T00:00,8,0,16.2,78,1.3,-34.7,8.86,13.87,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-29T03:00,8,3,15.0,80,1.58,-17.8,6.97,12.33,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-29T06:00,8,6,13.4,81,1.5,12.0,6.42,11.1,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-29T09:00,8,9,17.1,63,0.28,42.1,35.07,23.87,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-29T12:00,8,12,23.1,35,1.84,54.0,48.47,30.78,עומס חום בינוני,Moderate Heat Stress
turin,2021-08-29T15:00,8,15,25.3,38,1.62,32.9,52.37,33.15,עומס חום חזק,Strong Heat Stress
turin,2021-08-29T18:00,8,18,25.5,35,1.41,1.6,41.39,30.6,עומס חום בינוני,Moderate Heat Stress
turin,2021-08-29T21:00,8,21,20.6,59,2.33,-25.8,12.68,18.34,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-30T00:00,8,0,18.0,66,2.2,-35.1,10.34,15.65,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-30T03:00,8,3,16.8,81,2.32,-18.0,9.81,14.62,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
turin,2021-08-30T06:00,8,6,15.3,87,1.03,11.8,8.97,13.3,אזור נוחות תרמית (ללא עומס),No Thermal Stress (Comfort)
